id,Unnamed: 0,genres,backdrop_path,overview,poster_path,release_date,runtime,title,vote_average,youtube_link,actors,director
38258,7647,"['Horror', 'Music', 'Thriller']",/2rGYlO0x9HFHyDmTlICGUj51AIJ.jpg,"All hell breaks loose when a giant grizzly, reacting to the slaughter of her cubs by poachers, attacks a massive rock concert in the National Park.  [This sequel to ""Grizzly"" (1976) was left unfinished after production wrapped prematurely in 1983, and was not officially released until 2020, though a bootleg workprint version had been in circulation for some years prior to this.]",/dKHoRIicgHLoNPKiRJpRPHd96Gx.jpg,2020-02-17,74,Grizzly II: Revenge,5,https://www.youtube.com/watch?v=fzweOFrZ0xM,"['George Clooney', 'Laura Dern', 'Charlie Sheen', 'Louise Fletcher', 'John Rhys-Davies', 'Steve Inwood', 'Dick Anthony Williams', 'Deborah Raffin', 'Edward Meeks', 'Deborah Foreman']",['André Szöts']
38700,7699,"['Thriller', 'Action', 'Crime']",/3N316jUSdhvPyYTW29G4v9ebbcS.jpg,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,2020-01-15,124,Bad Boys for Life,7,https://www.youtube.com/watch?v=-P-C6I-jZwQ,"['Will Smith', 'Martin Lawrence', 'Paola Nuñez', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano', 'Theresa Randle']","['Adil El Arbi', 'Bilall Fallah']"
157433,17039,"['Horror', 'Thriller']",/dMWVeuVce8ZLKLI0xpVevihEwm8.jpg,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,2019-04-04,101,Pet Sematary,5,https://www.youtube.com/watch?v=XakmsXltPkA,"['Jason Clarke', 'Amy Seimetz', 'John Lithgow', 'Sonia Maria Chirila', 'Jeté Laurence', 'Hugo Lavoie', 'Lucas Lavoie', 'Obssa Ahmed', 'Alyssa Brooke Levine', 'Maria Herrera']","['Kevin Kölsch', 'Dennis Widmyer']"
50022,10320,"['Comedy', 'Crime', 'Mystery']",/lXtS4sFvOtwnFBiezzJvOMC7b9W.jpg,"When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",/57SZgdugVClIy22rfnANeBJ5KsN.jpg,2018-04-19,100,Super Troopers 2,5,https://www.youtube.com/watch?v=eEed-o8fVpM,"['Kevin Heffernan', 'Steve Lemme', 'Erik Stolhanske', 'Emmanuelle Chriqui', 'Lynda Carter', 'Rob Lowe', 'Marisa Coughlan', 'Brian Cox', 'Tyler Labine', 'Will Sasso']",['Jay Chandrasekhar']
10148,2284,"['Drama', 'Comedy']",/5wjCAZ8LrmOsEKS6FcZY8V4AwUM.jpg,A young man living a sheltered life develops a crush on a stripper and joins her Alcoholics Anonymous group just so he can be in the same room with her.,/5Do7HKvKPgjiBVJieMAOt8aZXAB.jpg,2018-04-13,90,Krystal,4,https://www.youtube.com/watch?v=wCc25I_y7oA,"['Rosario Dawson', 'Nick Robinson', 'T.I.', 'Grant Gustin', 'Felicity Huffman', 'William H. Macy', 'Jacob Latimore', 'Rick Fox', 'William Fichtner', 'Kathy Bates']",['William H. Macy']
141052,16393,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",/jorgjEk6a0bed6jdR5wu4S6ZvRm.jpg,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,2017-11-15,120,Justice League,6,https://www.youtube.com/watch?v=PXrgvNXfN7M,"['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Gal Gadot', 'Ezra Miller', 'Jason Momoa', 'Ray Fisher', 'Jeremy Irons', 'Diane Lane', 'Connie Nielsen']",['Zack Snyder']
55341,11427,"['Horror', 'Mystery', 'Thriller']",/1kk4cuhjiAw8bGZwXIADJ2P7Xyj.jpg,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",/j49G5F7dZVeGzAB8Fnc2GdzO1T.jpg,2017-09-26,100,Jeepers Creepers 3,4,https://www.youtube.com/watch?v=DdtWIdsm9kI,"['Gina Philips', 'Gabrielle Haugh', 'Jonathan Breck', 'Brandon Smith', 'Meg Foster', 'Jordan Salloum', 'Stan Shaw', 'Joyce Giraud', 'Chester Rushing', 'Jason Bayle']",['Victor Salva']
101736,14706,"['Action', 'Thriller']",/hwXfCDwCr46YWSbVb8R4mASadW1.jpg,"Jai, Lava and Kusa are triplets who get separated during their childhood because of small clashes. While Jai becomes an evil blooded criminal, the other two, Kusa and Lava end up as small-time crook and bank manager respectively. The twist in the tale arises when Jai kidnaps both the brothers and asks them to help him in his political growth. What is Jai’s agenda? Why did he kidnap his brothers? How can the innocent Lava and Kusa manage the criminal Jai?",/uM4QeWS6dgLWGlZpE2XKa3GUnms.jpg,2017-09-21,150,Jai Lava Kusa,6,https://www.youtube.com/watch?v=5N-wb-OGa1I,"['N.T. Rama Rao Jr.', 'Nivetha Thomas', 'Raashii Khanna', 'Ronit Roy', 'Hamsa Nandini', 'Priyadarshi Pullikonda', 'Abhimanyu Singh', 'Tamanna Bhatia', 'Nandita Raj', 'Sai Kumar']",['Bobby Kolli']
146834,16689,"['Comedy', 'Adventure', 'Crime']",/9OZ73xr3UudPw9bk4FprgBrviYC.jpg,"Teen stepbrothers, Danny, a wannabe entrepreneur, and Ajay, an artistic dreamer, pull off an elaborate prank—involving a lot of dildos—on the last day of school. Caught in the act, they’re assigned to a summer mentor: lascivious bar owner, Tyler Lavey. When Tyler enlists the boys to make a delivery to a private party, they unwittingly stumble upon an underground society hiding some very dirty secrets. After Tyler’s own niece is taken captive, he turns to protégés Danny and Ajay and former CIA agent Grandma Alice to stage one kick-ass rescue.",/8jk3vOYqcISvtIbhxqTmuQ57lw6.jpg,2017-05-30,78,After School Special,3,https://www.youtube.com/watch?v=fBB_oFWyK7k,"['Ryan King Persaud', 'Kayden Kross', 'Jackie Moore', 'David Chokachi', 'Eric Roberts', 'Ron Jeremy', 'Willow Hale', 'Tammy Klein', 'Jason Lockhart']",['Jared Cohn']
76812,12838,"['Thriller', 'Mystery']",/p0UpMWsISGexlFccIg4baEjyj76.jpg,"Paul is a down-on-his-luck screenwriter who picks up a drifter and offers him a place to stay. However, when the deranged stranger takes Paul hostage and forces him to write, their unhinged relationship brings buried secrets to light.",/toB9yjJssyJZSworX0KePbjSexP.jpg,2017-05-26,93,Black Butterfly,6,https://www.youtube.com/watch?v=USR9JMDPpIY,"['Antonio Banderas', 'Jonathan Rhys Meyers', 'Piper Perabo', 'Nicholas Aaron', 'Vincent Riotta', 'Nathalie Rapti Gomez', 'Alexandra Klim', 'Katie McGovern', 'Randall Paul', 'Timothy Martin']",['Brian Goodman']
126889,15554,"['Horror', 'Science Fiction', 'Mystery']",/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,122,Alien: Covenant,6,https://www.youtube.com/watch?v=svnAD0TApb8,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride', 'Demián Bichir', 'Carmen Ejogo', 'Jussie Smollett', 'Callie Hernandez', 'Amy Seimetz', 'Nathaniel Dean']",['Ridley Scott']
137116,16110,"['Family', 'Adventure', 'Animation', 'Comedy']",/AeMtzbw7shxtLvwKKqeITabpTrD.jpg,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg,2017-03-23,89,Smurfs: The Lost Village,6,https://www.youtube.com/watch?v=OsAXqxGsy4g,"['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello', 'Jack McBrayer', 'Danny Pudi', 'Mandy Patinkin', 'Dee Bradley Baker', 'Frank Welker', 'Michelle Rodriguez', 'Ellie Kemper']",['Kelly Asbury']
86822,14322,"['Documentary', 'Drama']",/5WtqF4jRXIoDm4hjIGIz1zOk0Dd.jpg,"A celebration of the universe, displaying the whole of time, from its start to its final collapse. This film examines all that occurred to prepare the world that stands before us now: science and spirit, birth and death, the grand cosmos and the minute life systems of our planet. (Wide release version with narration by Cate Blanchett.)",/by2hTbppbkyhQ2ddALHzXlUq8LM.jpg,2017-03-10,90,Voyage of Time: Life's Journey,6,https://www.youtube.com/watch?v=u4KZsxgwNaw,"['Cate Blanchett', 'Theo Bongani Ndyalvane']",['Terrence Malick']
14564,3982,['Horror'],/jb2JDamfehPdKxJ7s1nt2VJWCJZ.jpg,"Julia becomes worried about her boyfriend, Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,2017-02-01,102,Rings,5,https://www.youtube.com/watch?v=p17DJbPRLc0,"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki', ""Vincent D'Onofrio"", 'Aimee Teegarden', 'Bonnie Morgan', 'Chuck David Willis', 'Patrick R. Walker', 'Zach Roerig', 'Laura Slade Wiggins']",['F. Javier Gutiérrez']
47971,9849,"['Action', 'Adventure', 'Crime']",/7KAXYsemH14agl4ohhNeIxwWXhj.jpg,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,2017-01-13,107,xXx: Return of Xander Cage,5,https://www.youtube.com/watch?v=qq1SbW08WE8,"['Vin Diesel', 'Ruby Rose', 'Tony Jaa', 'Rory McCann', 'Deepika Padukone', 'Donnie Yen', 'Kris Wu', 'Nina Dobrev', 'Shawn Roberts', 'Michael Bisping']",['D. J. Caruso']
121856,15384,"['Action', 'Adventure', 'Science Fiction']",/ncdDR7dBcfY8383KI7VL69lmvfU.jpg,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day.",/ne5LmY2zq2dTG8TDGJOrCB4IbRy.jpg,2016-12-21,115,Assassin's Creed,5,https://www.youtube.com/watch?v=vzWVVla8WWA,"['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson', 'Charlotte Rampling', 'Michael Kenneth Williams', 'Ariane Labed', 'James Sobol Kelly', 'Denis Ménochet', 'Callum Turner']",['Justin Kurzel']
136799,16082,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",/pVoPfIJCVusuELtfpZzadXsKxhs.jpg,"Lovable and friendly, the trolls love to play around. But one day, a mysterious giant shows up to end the party. Poppy, the optimistic leader of the Trolls, and her polar opposite, Branch, must embark on an adventure that takes them far beyond the only world they’ve ever known.",/zKu5MNy9QW1a5ZHgv7iAp3kRZpE.jpg,2016-10-13,92,Trolls,6,https://www.youtube.com/watch?v=xyjm5VQ11TQ,"['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel', 'Russell Brand', 'James Corden', 'Gwen Stefani', 'Iris Dohrn', 'Liam Henry', 'Aino Jawo', 'Caroline Hjelt']","['Mike Mitchell', 'Walt Dohrn']"
43074,8616,"['Action', 'Fantasy', 'Comedy']",/3RWsSQlqzRjsuqSRmoyggy74UA7.jpg,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",/wJmWliwXIgZOCCVOcGRBhce7xPS.jpg,2016-07-14,117,Ghostbusters,5,https://www.youtube.com/watch?v=KM1OouzGxPM,"['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones', 'Chris Hemsworth', 'Neil Casey', 'Charles Dance', 'Michael Kenneth Williams', 'Cecily Strong', 'Andy García']",['Paul Feig']
150201,16843,"['Horror', 'Thriller']",/QEqtv7HbGsNUT5UP5uWW1xfZsC.jpg,"With school finally over, college graduate Natalie Wilner returns to her hometown to celebrate the Fourth of July weekend. But beneath the flags and fireworks lurks a dark, malevolent figure. After a night of drunken parties, she stumbles home and drifts off to sleep, only to be woken moments later by a loud knock on the door.",/z4xkB7BPdJJvDHfOr3Kxrbyqm2t.jpg,2016-06-23,96,You Are Not Alone,5,https://www.youtube.com/watch?v=Jbmd4_jGjlA,"['Krista Dzialoszynski', 'Mary Mikva', 'Keenan Camp', 'Nikki Pierce', 'Eric Wood', 'Katie Johnston-Smith', 'Tony Rossi', 'Jonathan Pitts', 'Tom Ptasnik', 'Jared Strader']",['Derek Mungor']
47933,9841,"['Action', 'Adventure', 'Science Fiction']",/ou70x2658dVnbycIRaC37sEeafS.jpg,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",/jzpvh0Ic7jL9GX4NLE1Tx2GUCrN.jpg,2016-06-22,120,Independence Day: Resurgence,5,https://www.youtube.com/watch?v=RfJgT89hEME,"['Liam Hemsworth', 'Jeff Goldblum', 'Jessie T. Usher', 'Bill Pullman', 'Maika Monroe', 'Sela Ward', 'Judd Hirsch', 'William Fichtner', 'Brent Spiner', 'Patrick St. Esprit']",['Roland Emmerich']
127380,15574,"['Adventure', 'Animation', 'Comedy', 'Family']",/wijltj1toRcicHlCn8Cpsp4yPXe.jpg,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg,2016-06-16,97,Finding Dory,7,https://www.youtube.com/watch?v=-TY79KJiJMk,"['Albert Brooks', 'Ellen DeGeneres', ""Ed O'Neill"", 'Hayden Rolence', 'Diane Keaton', 'Eugene Levy', 'Ty Burrell', 'Kaitlin Olson', 'Idris Elba', 'Dominic West']",['Andrew Stanton']
153518,16960,"['Animation', 'Adventure', 'Comedy']",/o4mhrLxv6I70kvYA42qANGUF7ya.jpg,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",/nsaaZryqabtrdKwXcNud2Bm39mu.jpg,2016-05-11,97,The Angry Birds Movie,6,https://www.youtube.com/watch?v=bcOkwv8LJqA,"['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph', 'Bill Hader', 'Peter Dinklage', 'Sean Penn', 'Keegan-Michael Key', 'Kate McKinnon', 'Tony Hale']","['Fergal Reilly', 'Clay Kaytis']"
93950,14623,"['Horror', 'Thriller']",/705Cka5VBGMDNDdsCutQhrreOEA.jpg,"A terrifying psychological thriller set near the beautiful landscape of Glacier National Park, Montana. Two high school friends, Travis and Nate, are on a road trip to Canada when they're attacked by mysterious and vicious creatures. Nate is stolen into the woods and Travis will stop at nothing to get him back. Travis recruits Nate's older brother Chris to bring an arsenal and wage war against these monsters in an effort to retrieve Nate.",/5yfvS2hDqIRaEdnINggZsjq0dEa.jpg,2016-05-10,98,The Sighting,3,https://www.youtube.com/watch?v=LyJVkCxeT2U,"['Nathaniel Peterson', 'Rian Jairell', 'Gill Gayle', 'Kent Harper', 'Sarina Hart']","['David Blair', 'Adam Pitman']"
109453,14962,['Drama'],/rrw0QpBIaxGQeEVmk0OtmYmLRm7.jpg,Interwoven stories of what it is to be a mom seen through the lens of photographer Rigby Gray.,/tTu3xPJOIV4s6ZzNwjvcwGytMla.jpg,2016-05-06,90,Mothers and Daughters,5,https://www.youtube.com/watch?v=PmSJXqDh3nI,"['Selma Blair', 'Christina Ricci', 'Courteney Cox', 'Susan Sarandon', 'Eva Amurri Martino', 'Sharon Stone', 'Mira Sorvino', 'Paul Wesley', 'Luke Mitchell', 'Paul Adelstein']","['Paul Duddridge', 'Nigel Levy']"
113323,15093,"['Horror', 'Science Fiction', 'Action', 'Thriller', 'Crime']",/y33QE6azJX4D6ogbVh70NGtRkvh.jpg,"An outlaw biker finds himself addicted to a diabolical substance and hunted by a grenade-tossing femme fatale, bounty hunters, law enforcement, a rival motorcycle gang, mutations and a topless stripper hit squad.",/AsaJeMpZldGb1zs7RvRVoicw5tK.jpg,2016-04-02,125,Frankenstein Created Bikers,5,https://www.youtube.com/watch?v=BCSnFrzjqAc,"['Paul McComiskey', 'Jett Bryant', 'Shane Morton', 'Laurence R. Harvey', 'Tristan Risk', 'Ellie Church', 'Gia Nova', 'Shana Melton']",['James Bickert']
146198,16631,"['Action', 'Thriller', 'Mystery']",/p01c4KaaI8oqmKQqfrQiqYlHR6W.jpg,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,/hMW4p1CBF8Q94PqQk8b2EyT4IJk.jpg,2016-02-19,115,Triple 9,5,https://www.youtube.com/watch?v=zNQXoD1dk2E,"['Chiwetel Ejiofor', 'Casey Affleck', 'Anthony Mackie', 'Woody Harrelson', 'Aaron Paul', 'Kate Winslet', 'Gal Gadot', 'Norman Reedus', 'Teresa Palmer', 'Michael Kenneth Williams']",['John Hillcoat']
58431,11709,"['Romance', 'Horror', 'Comedy', 'Thriller']",/ld9gXxcJoc1JF0SriRiHvIdK6yh.jpg,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen's classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet is a master of martial arts and weaponry and the handsome Mr. Darcy is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,2016-02-04,108,Pride and Prejudice and Zombies,6,https://www.youtube.com/watch?v=y5N7OyoTCXg,"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth', 'Matt Smith', 'Charles Dance', 'Lena Headey', 'Suki Waterhouse', 'Emma Greenwell']",['Burr Steers']
140300,16339,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",/uT5G4fA7jKxlJNfwYPMm353f5AI.jpg,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",/mEdOIiVF6yS0Q1y8GUyWwcG2mCi.jpg,2016-01-23,95,Kung Fu Panda 3,6,https://www.youtube.com/watch?v=yqN7nHM1YTA,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons', 'Jackie Chan', 'Seth Rogen', 'Lucy Liu', 'David Cross', 'Kate Hudson']","['Jennifer Yuh Nelson', 'Alessandro Carloni']"
140607,16363,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",/k6EOrckWFuz7I4z4wiRwz8zsj4H.jpg,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,2015-12-15,136,Star Wars: The Force Awakens,7,https://www.youtube.com/watch?v=WZ9_tUlZQg0,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Domhnall Gleeson']",['J.J. Abrams']
131634,15748,"['Action', 'Adventure', 'Science Fiction']",/8wGpjCDAlwpOm1F1onhkhJq16lY.jpg,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",/lImKHDfExAulp16grYm8zD5eONE.jpg,2015-11-18,137,The Hunger Games: Mockingjay - Part 2,6,https://www.youtube.com/watch?v=iq1x0VvpYdo,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']",['Francis Lawrence']
105864,14846,"['Adventure', 'Animation', 'Family']",/s4wRC37TUwxtghhFBaze0qO1278.jpg,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,/j0MuLOCf7q5o62xGVhN80K36xYS.jpg,2015-11-14,93,The Good Dinosaur,6,https://www.youtube.com/watch?v=daFnEiLEx70,"['Frances McDormand', 'Raymond Ochoa', 'Jeffrey Wright', 'Steve Zahn', 'Sam Elliott', 'Anna Paquin', 'John Ratzenberger', 'A.J. Buckley', 'Marcus Scribner', 'Peter Sohn']",['Peter Sohn']
146301,16655,"['Horror', 'Thriller']",/3o5TxB29eMK5nXUKj7Ve069b3R4.jpg,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",/4R4DWo10V6CGq9wCRYoOubL1w2q.jpg,2015-10-21,88,Paranormal Activity: The Ghost Dimension,5,https://www.youtube.com/watch?v=cmsIh2YU1ko,"['Chris J. Murray', 'Brit Shaw', 'Ivy George', 'Dan Gill', 'Olivia Taylor Dudley', 'Michael Krawic', 'Chloe Csengery', 'Jessica Tyler Brown', 'Hallie Foote', 'Mark Steger']",['Gregory Plotkin']
106845,14882,"['Horror', 'Science Fiction']",/1kQGVh547uKRQwyEsnmYEsVVhiN.jpg,"Five years after a zombie outbreak, the men and women of R-Division hunt down and destroy the undead. When they see signs of a second outbreak, they fear humanity may not survive.",/wpofLYUv0aJmDNxyUZux0wTFXJH.jpg,2015-10-16,87,Re-Kill,4,https://www.youtube.com/watch?v=qsmQG8mEU1Y,"['Roger Cross', 'Bruce Payne', 'Scott Adkins', 'Daniella Alonso', 'Jesse Garcia', 'Dimiter Doichinov', 'Yo Santhaveesuk', 'Layke Anderson', 'Rocky Marshall', 'Stuart Milligan']",['Valeri Milev']
157422,17037,['Horror'],/5e1D0tx6B5ox5jjXWfgQH2Y1SG2.jpg,"After a year passes since the sudden death of a child, a family gathering takes place whilst unexplainable events occur. Tension over peculiar circumstances cracks the veneer of cordiality and dark secrets emerge.",/82lKQXWuPBaGA9048pHB9WsPAPO.jpg,2015-10-16,91,The Wicked Within,4,https://www.youtube.com/watch?v=8jlPK19XlVY,"['Sienna Guillory', 'Gianni Capaldi', 'Enzo Cilenti', 'Michele Hicks', 'Sonja Kinski', 'Heath Freeman', 'Eric Roberts', 'Karen Austin']",['Jay Alaimo']
159824,17144,"['Family', 'Animation', 'Comedy', 'Fantasy']",/mfnkxXWuh2Br097Qteq8ieqKfev.jpg,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",/kKFgwQnR5q08UFsAvtoYyTIiHyj.jpg,2015-09-21,89,Hotel Transylvania 2,6,https://www.youtube.com/watch?v=6nhuOuTjqvk,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi', 'David Spade', 'Keegan-Michael Key', 'Asher Blinkoff', 'Fran Drescher', 'Molly Shannon']",['Genndy Tartakovsky']
10317,2373,"['Comedy', 'Drama']",/5yV6FObWJrfrjl6YEbwbzeU7RGM.jpg,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",/oKZtQpdIKi3TPV4UqVuvkbRkokv.jpg,2015-09-11,108,Our Brand Is Crisis,5,https://www.youtube.com/watch?v=BLZo_ILZhfk,"['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy', 'Ann Dowd', 'Joaquim de Almeida', 'Candice Harrison', 'Carmela Zumbado', 'Erick Chavarria']",['David Gordon Green']
157843,17054,"['Drama', 'Adventure', 'History']",/eYpu1C6Xe3FzHaw5MtMVxLjBtJf.jpg,"A chronicle of Gertrude Bell's life, a traveler, writer, archaeologist, explorer, cartographer, and political attaché for the British Empire at the dawn of the twentieth century.",/9WrxqWttzNiEgKGIm3mDteu6jmq.jpg,2015-09-03,128,Queen of the Desert,6,https://www.youtube.com/watch?v=SU-bdMPV0V4,"['Nicole Kidman', 'James Franco', 'Damian Lewis', 'Jay Abdo', 'Robert Pattinson', 'Jenny Agutter', 'David Calder', 'Christopher Fulford', 'Nick Waring', 'Holly Earl']",['Werner Herzog']
157544,17040,"['Thriller', 'Horror']",/vxcUvt5V3qsDddh0ivgdeSLUMyG.jpg,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",/eXN0zdTpm772ZCfnCeLAONguqxe.jpg,2015-07-24,91,The Vatican Tapes,5,https://www.youtube.com/watch?v=jy-Bv3j9Aq0,"['Olivia Taylor Dudley', 'Michael Peña', 'Djimon Hounsou', 'Dougray Scott', 'Peter Andersson', 'Kathleen Robertson', 'John Patrick Amedori', 'Cas Anvar', 'Michael Paré', 'Alison Lohman']",['Mark Neveldine']
102899,14738,"['Science Fiction', 'Action', 'Adventure']",/a7sAqMKv5tkAdMzFfIhPqIBmQ9g.jpg,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",/rS97hUJ1otKTTripGwQ0ujbuIri.jpg,2015-07-14,117,Ant-Man,7,https://www.youtube.com/watch?v=dYZkzOLxpro,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Bobby Cannavale', 'Corey Stoll', 'Anthony Mackie', 'Judy Greer', 'Abby Ryder Fortson', 'Michael Peña', 'David Dastmalchian']",['Peyton Reed']
