id,Unnamed: 0,genres,backdrop_path,overview,poster_path,release_date,runtime,title,vote_average,youtube_link,actors,director
107811,14900,['Comedy'],/bGePh6CyZIzrueokpvyijWeBZ4X.jpg,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",/pxP75KzyHNga8TsQhkuF1XHtr64.jpg,2013-03-01,93,21 & Over,5,https://www.youtube.com/watch?v=WXNUcmmz5Vo,"['Skylar Astin', 'Justin Chon', 'Miles Teller', 'Sarah Wright', 'Jonathan Keltz', 'François Chau', 'Christiann Castellanos', 'Samantha Futerman', 'Daniel Booko', 'Basil Harris']","['Jon Lucas', 'Scott Moore']"
84191,13955,['Drama'],/u97LdbRZ3rcTqL5mhdvwhH8ZbCS.jpg,"Mark is a struggling actor stuck between the life he once knew and the one waiting for him. When the mother of his two-year-old son suddenly passes away, Mark is forced to confront his shortcomings. Their fates, now intertwined, hang in the balance as Mark grapples with his ability to grow up. When he meets Lydia, a young mother, he is no longer able to live in the comfort of denial.",/4V2qu1Nh8SZ86jhEcFJAt2KJFfW.jpg,2013-03-01,89,The End of Love,6,https://www.youtube.com/watch?v=Bx1ubJYFdaE,"['Mark Webber', 'Isaac Love', 'Shannyn Sossamon', 'Amanda Seyfried', 'Jason Ritter', 'Michael Cera', 'Jocelin Donahue', 'Frankie Shaw', 'Aubrey Plaza', 'Michael Angarano']",['Mark Webber']
86825,14323,"['Drama', 'Horror', 'Thriller']",/uMAfeJ7GldjZNagLjWenFnuCjI8.jpg,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",/sdmykiEBpNivXMeuxaEwyc0vxyM.jpg,2013-02-28,99,Stoker,6,https://www.youtube.com/watch?v=sOyxxhuvAmo,"['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode', 'Dermot Mulroney', 'Jacki Weaver', 'Lucas Till', 'Alden Ehrenreich', 'Phyllis Somerville', 'Ralph Brown', 'Judith Godrèche']",['Park Chan-wook']
146203,16633,"['Horror', 'Thriller']",/tNVri3EgpXQ0wXmGJqIvTvd6kGj.jpg,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",/260ztSWhGIYSLAjDC6smFWcdUSp.jpg,2013-02-28,88,The Last Exorcism Part II,4,https://www.youtube.com/watch?v=BySJLmciR5E,"['Ashley Bell', 'Julia Garner', 'Andrew Sensenig', 'Spencer Treat Clark', 'Judd Lormand', 'Muse Watson', 'Raeden Greer', 'Erica Michelle', 'Joe Chrest']",['Ed Gass-Donnelly']
110402,14996,"['Drama', 'Science Fiction']",/iNhaEPAgAinPuA4fkimowUrWniy.jpg,"A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a difficult one: they cannot interfere violently and in no case can they kill. The scientist Rumata tries to save the local intellectuals from their punishment and cannot avoid taking a position. As if the question were: what would you do in God's place?",/9WtY0i3v6PM3djidfYX0Hm66BYZ.jpg,2013-02-27,177,Hard to Be a God,6,https://www.youtube.com/watch?v=11sMDQIgggA,"['Leonid Yarmolnik', 'Yuriy Tsurilo', 'Natalya Moteva', 'Aleksandr Chutko', 'Aleksandr Ilin', 'Evgeniy Gerchakov', 'Pyotr Merkuryev', 'Juris Laucinsh', 'Vytautas Paukštė', 'Konstantin Vorobyov']",['Aleksey German']
81005,13492,"['Fantasy', 'Action', 'Adventure', 'Family']",/c7U9Fuy74WLp7gFAdpQJHn2T2no.jpg,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",/xLbVsFpAlwf6khU3gG1yaRBPeC.jpg,2013-02-27,114,Jack the Giant Slayer,5,https://www.youtube.com/watch?v=xpkcEIsgGmU,"['Eleanor Tomlinson', 'Nicholas Hoult', 'Ewan McGregor', 'Stanley Tucci', 'Ian McShane', 'Eddie Marsan', 'Ewen Bremner', 'Warwick Davis', 'Bill Nighy', 'Ralph Brown']",['Bryan Singer']
154505,16979,['Drama'],/5Qj8vSzyTgyH43zBZNJeSY7lInE.jpg,"Sang-won, Seung-jun and Min-wook are high school best chums. However, after graduation, they are in three different places in life; Sang-won is a college student, Seung-jun studies one more year to enter the college, Min-wook performs his military service.  One day, two friends visit Min-wook in the army. Seung-jun has another reason for a visit to bring the break-up letter from Min-wook’s girl friend, Esther. Once three boys reunite, they spend one night of carousing devoted to the poor military boy and try to find when to give the letter. Before they separate, will the Dear John letter be delivered successfully? The trio allows their adventure to continue.",/fV00HqrfxCNl0bW8QD3d9SYrEYp.jpg,2013-02-21,83,Sunshine Boys,8,https://www.youtube.com/watch?v=kx-AMVoV0OA,"['Shim Hee-sub', 'Kim Chang-hwan', 'Ahn Jae-hong', 'Kim Kkob-bi', 'Hwang Mi-yeong']",['Kim Tae-gon']
145135,16583,"['Science Fiction', 'Thriller', 'Horror']",/zOOdHrPavtInEQh1wv6Rwj3HMnC.jpg,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",/euLgEo2kvuLjYxbfOekWF3l82t6.jpg,2013-02-21,97,Dark Skies,6,https://www.youtube.com/watch?v=K8iLp1xQtPQ,"['Keri Russell', 'Josh Hamilton', 'Dakota Goyo', 'J.K. Simmons', 'Trevor St. John', 'Annie Thurman', 'Myndy Crist', 'Josh Wingate', 'Ron Ostrow', 'Alyvia Alyn Lind']",['Scott Stewart']
134411,15920,"['Thriller', 'Drama', 'Action']",/80seex5P196f7pff3R8xqwd2Zo.jpg,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",/unjVtbWDWIQvVUeiPUTzyykQiVF.jpg,2013-02-21,112,Snitch,6,https://www.youtube.com/watch?v=rieI5g9fgRc,"['Dwayne Johnson', 'Barry Pepper', 'Susan Sarandon', 'Benjamin Bratt', 'Michael Kenneth Williams', 'Melina Kanakaredes', 'Nadine Velázquez', 'David Harbour', 'Jon Bernthal', 'Harold Perrineau']",['Ric Roman Waugh']
128158,15631,"['Drama', 'War']",/eUBljjyOlY3Tlq1DBU2TFbela0w.jpg,"In a war ridden country a woman watches over the husband reduced to a vegetable state by a bullet in the neck, abandoned by Jihad companions and brothers. One day, the woman decides to say things to him she could never have done before.",/1Ed2STYKoR8zLQGBdPZsmf65xsb.jpg,2013-02-20,102,The Patience Stone,7,https://www.youtube.com/watch?v=PnBh7bO3caI,"['Golshifteh Farahani', 'Hamid Djavadan', 'Hassina Burgan', 'Massi Mrowat', 'Mohamed Al Maghraoui', 'Malak Djaham Khazal', 'Faiz Fazil', 'Hatim Seddiki', 'Mouhcine Malzi', 'Amine Ennaji']",['Atiq Rahimi']
109491,14964,"['Fantasy', 'Drama', 'Romance']",/sFaOkKCPvPQBhfH60drXUGJ5ilD.jpg,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",/zCYFMTFGpBocjyLMOKrIhGdKF7o.jpg,2013-02-13,124,Beautiful Creatures,6,https://www.youtube.com/watch?v=SVfKAKxGlkA,"['Alden Ehrenreich', 'Alice Englert', 'Jeremy Irons', 'Viola Davis', 'Emmy Rossum', 'Thomas Mann', 'Emma Thompson', 'Eileen Atkins', 'Margo Martindale', 'Zoey Deutch']",['Richard LaGravenese']
113148,15086,"['Comedy', 'Drama']",/5vNn4LReE0p5AFDVpspYU2ZY8HV.jpg,Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,/nQpSyYxDCtBZ1v4Kc8GFEiEcfpe.jpg,2013-02-13,94,Prince Avalanche,6,https://www.youtube.com/watch?v=TkZnwV7Bx2o,"['Emile Hirsch', 'Paul Rudd', 'Lance LeGault', 'Joyce Payne', 'Larry Kretchmar', 'Enoch Moon', 'David L. Osborne Jr.', 'Danni Wolcott']",['David Gordon Green']
159344,17121,"['Adventure', 'Drama', 'Western']",/xGACHBFPRum6kZzpYzHnSTPnqUx.jpg,"Canada, the summer of 1898. A group of German settlers travel towards the far north in covered wagons with packhorses and their few possessions in tow. The seven travellers set off from Ashcroft, the final railway station. Along with their leader, flamboyant businessman Wilhelm Laser, they are hoping to find their fortune in the recently discovered goldfields of Dawson, but they have no idea of the stresses and dangers which lie ahead on their 2,500 kilometre journey. Before long uncertainty, cold weather and exhaustion begin to take their toll and conflicts escalate. The journey leads these men and women deeper and deeper into a menacing wilderness. (Berlinale.de)",/p2hrjECXfZ29CZqQBcm1ze3VOMp.jpg,2013-02-09,112,Gold,5,https://www.youtube.com/watch?v=ejal0DzMrm8,"['Nina Hoss', 'Lars Rudolph', 'Uwe Bohm', 'Marko Mandić', 'Peter Kurth', 'Wolfgang Packhäuser', 'Rosa Enskat', 'Kindall Charters', 'Terence Lewis']",['Thomas Arslan']
41602,8328,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",/9iKFQ0Ka2tWL1k9baXwYoyCjZ0D.jpg,"While traveling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",/7BbrgKfnRfEFIePqdRcWzuHs3KI.jpg,2013-02-09,108,Charlie Countryman,6,https://www.youtube.com/watch?v=YKzWBjENRwc,"['Shia LaBeouf', 'Evan Rachel Wood', 'Mads Mikkelsen', 'Til Schweiger', 'Rupert Grint', 'James Buckley', 'Ion Caramitru', ""Vincent D'Onofrio"", 'Melissa Leo', 'Andrei Finți']",['Fredrik Bond']
146578,16667,['Action'],/uNnOgsKYjB7NQoHMtIt2CSlGGXa.jpg,A courier for a local crime lord must deliver a mysterious package while being chased by a horde of unusual gangsters.,/5HegIKiPjnCCKixu5sOZGagEKBQ.jpg,2013-02-09,93,The Package,5,https://www.youtube.com/watch?v=CCx5eJ6gNoU,"['Steve Austin', 'Dolph Lundgren', 'Darren Shahlavi', 'Monique Ganderton', 'Jerry Trimble', 'Michael Daingerfield', 'Mike Dopud', 'Eric Keenleyside', 'John Novak', 'Kristen Kerr']",['Jesse V. Johnson']
134908,15954,['Drama'],/b9oaachhBJqHVN2lk1ThoMzfQ5J.jpg,"The film follows two brothers over the course of a decade. While they begin as kids in search of thrills in the sprawling slums of Morocco’s Sidi Moumen, we witness their gradual, and ultimately shocking, radicalisation.",/dEslmQTe37lZkoqK77iIEdcZn9h.jpg,2013-02-08,115,Horses of God,7,https://www.youtube.com/watch?v=k_rq6GBSdLU,"['Abdelhakim Rachid', 'Abdelilah Rachid', 'Hamza Souideq', 'Ahmed El Idrissi Amrani']",['Nabil Ayouch']
50275,10378,['Documentary'],/3EEoeOPsR2Q5HFX6UWxo356AZqV.jpg,"TPB AFK is a documentary about three computer addicts who redefined the world of media distribution with their hobby homepage The Pirate Bay. How did Tiamo, a beer crazy hardware fanatic, Brokep a tree hugging eco activist and Anakata – a paranoid hacker libertarian – get the White House to threaten the Swedish government with trade sanctions? TPB AFK explores what Hollywood’s most hated pirates go through on a personal level.",/3W2PYp6alnzCqhAzGt9Xs4iMkK4.jpg,2013-02-08,82,TPB AFK: The Pirate Bay - Away from Keyboard,7,https://www.youtube.com/watch?v=KCAGb7oSwDs,"['Gottfrid Svartholm', 'Fredrik Neij', 'Peter Sunde']",['Simon Klose']
124461,15486,['Comedy'],/zSSvlyZT0WbM0vYnFyTVG4ip1Zp.jpg,"Charles Swan III, a successful graphic designer, has it all: fame, money and devilish charm that have provided him with a seemingly perfect life. But when a perplexing beauty named Ivana suddenly ends their relationship, Charles is left heartbroken. With the support of his loyal intimates - Kirby, Saul, and his sister, Izzy – Charles begins a delirious journey of self-reflection to try and come to terms with a life without Ivana. ""A Glimpse Inside the Mind of Charles Swan III"" is an unconventional melodrama told in a bold and playful style.",/bFI9LR2Bw0R57aobRLiN08rWtpn.jpg,2013-02-08,86,A Glimpse Inside the Mind of Charles Swan III,4,https://www.youtube.com/watch?v=OWijct7LzAE,"['Charlie Sheen', 'Jason Schwartzman', 'Bill Murray', 'Katheryn Winnick', 'Patricia Arquette', 'Aubrey Plaza', 'Dermot Mulroney', 'Mary Elizabeth Winstead', 'Paul Benshoof', 'Angela Lindvall']",['Roman Coppola']
150897,16875,['Drama'],/sfM5BRwlE6AFa5C2RyoTFLLnunK.jpg,"Hope, the third film in the PARADISE TRILOGY, tells the story of the 13-year-old Melanie. While her mother (Teresa) travels to Kenya, Melanie spends her holiday in the Austrian countryside at a strict diet camp for overweight teenagers. Under the supervision of a tattooed trainer and a creepy doctor, the teenagers attempt to do sports during the day and secretly get drunk in the evening. Between physical education and nutrition counseling, pillow fights and her first cigarette, Melanie falls in love with the doctor who is 40 years her senior.",/p0PACqyXg2hsVMwlapSh9GQq7Nv.jpg,2013-02-08,92,Paradise: Hope,6,https://www.youtube.com/watch?v=tPG13CgLPLE,"['Melanie Lenz', 'Joseph Lorenz', 'Verena Lehbauer', 'Michael Thomas', 'Vivian Bartsch', 'Johanna Schmid', 'Maria Hofstätter']",['Ulrich Seidl']
150117,16837,"['Comedy', 'Romance']",/twMkZuEvw0juecHfs7v2PLj6fNE.jpg,"After a quick courtship, two lovers hastily decide to tie the knot. As their first year of marriage unfolds, temptation and incompatibility put their relationship in jeopardy.",/7BFx3UJN81xLQuUeNhq5DT26IlB.jpg,2013-02-08,97,I Give It a Year,5,https://www.youtube.com/watch?v=0HOpijEHeII,"['Rafe Spall', 'Rose Byrne', 'Anna Faris', 'Jason Flemyng', 'Stephen Merchant', 'Minnie Driver', 'Olivia Colman', 'Jane Asher', 'Tim Key', 'Nigel Planer']",['Dan Mazer']
109431,14955,"['Comedy', 'Crime']",/lDc6JPsXm9ARe9w9PC9qegqYs94.jpg,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",/lIliJCGoWT6tEVaDivLpXEf038w.jpg,2013-02-07,111,Identity Thief,5,https://www.youtube.com/watch?v=uO12W35DpsQ,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau', 'Amanda Peet', 'T.I.', 'Génesis Rodríguez', 'Robert Patrick', 'Morris Chestnut', 'John Cho', 'Eric Stonestreet']",['Seth Gordon']
112949,15078,"['Romance', 'Thriller']",/vVjTNIrVXNqgr8VfxkeT0AjHZ0k.jpg,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",/2CbJ3HTb6SFbMeguYH52UQSHOwY.jpg,2013-02-07,115,Safe Haven,7,https://www.youtube.com/watch?v=rBfGbthG10Y,"['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders', 'David Lyons', 'Mimi Kirkland', 'Noah Lomax', 'Irene Ziegler', 'Robin Mullins', 'Red West', 'Juan Piedrahita']",['Lasse Hallström']
157293,17025,"['Drama', 'Music']",/bpGvGNhM1KISj5JdQBBEOGWYHC7.jpg,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",/z58b3ySPxmd4hxRIsGA9R4tURMI.jpg,2013-02-07,136,ABCD,6,https://www.youtube.com/watch?v=qLZC67-NfOI,"['Prabhu Deva', 'Kay Kay Menon', 'Lauren Gottlieb', 'Dharmesh Yelande', 'Salman Yusuff Khan', 'Punit Pathak', 'Noorin Shah', 'Jayant Gadekar', 'Sanjay Gurbaxani', 'Vrushali Chavan']","[""Remo D'Souza""]"
109421,14950,"['Thriller', 'Crime', 'Drama']",/gCTrUQMjcwUXiWUCAq4SGG6kUro.jpg,A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.,/dk10bwGyj8aRdOTl3EkgATEefh2.jpg,2013-02-07,106,Side Effects,6,https://www.youtube.com/watch?v=uhB5PdcB2OI,"['Rooney Mara', 'Jude Law', 'Catherine Zeta-Jones', 'Channing Tatum', 'Vinessa Shaw', 'Ann Dowd', 'Polly Draper', 'David Costabile', 'Mamie Gummer', 'Scott Shepherd']",['Steven Soderbergh']
47964,9847,"['Action', 'Thriller']",/wFUkS5cnMf3I8ysIPWzIXpTsuR7.jpg,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",/qLxuRRNqGt5x4dFRYoG5O9mbEwW.jpg,2013-02-06,98,A Good Day to Die Hard,5,https://www.youtube.com/watch?v=eLu3z4Ikwes,"['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Yuliya Snigir', 'Cole Hauser', 'Radivoje Bukvić', 'Amaury Nolasco', 'Sergey Kolesnikov', 'Roman Luknár', 'Ganxsta Zolee']",['John Moore']
150202,16845,"['Horror', 'Drama', 'Thriller']",/jE1CpCE4tVLmU1dbVz5hC1mjmXC.jpg,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",/af6YNKYQsX76RSNHh3X4k2OcoQC.jpg,2013-02-01,101,The Haunting in Connecticut 2: Ghosts of Georgia,5,https://www.youtube.com/watch?v=HHfx9RHCV0U,"['Chad Michael Murray', 'Katee Sackhoff', 'Abigail Spencer', 'Cicely Tyson', 'Emily Alyn Lind', 'Andrea Frankle', 'Lauren Pennington', 'Morgana Shaw', 'Grant James', 'Lance E. Nichols']",['Tom Elkins']
144288,16535,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",/mrVUkTJHY8MeZRvBDxxmnAhRcxa.jpg,"A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile, his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",/8VpZDCws3lwrR8RHlPOn7lLeQXS.jpg,2013-02-01,110,Berserk: The Golden Age Arc III - The Advent,7,https://www.youtube.com/watch?v=O8dq05dM-Yk,"['Hiroaki Iwanaga', 'Toa Yukinari', 'Takahiro Sakurai', 'Takahiro Fujiwara', 'Minako Kotobuki', 'Rikiya Koyama', 'Yoshiro Matsumoto', 'Kenta Miyake', 'Kazuki Yao', 'Yuki Kaji']",['Toshiyuki Kubooka']
147815,16719,"['Action', 'Drama', 'Romance']",/enalQlvPv7KlFtz2OhXZvdXypG3.jpg,A wrongdoer is caught red-handed and he is not going to forgive the man who exposed him.,/sWm0kAI6R0qlqqsrnlV84lLMzaj.jpg,2013-02-01,164,Kadal,5,https://www.youtube.com/watch?v=8ddbF1PtUlo,"['Gautham Karthik', 'Thulasi Nair', 'Arjun Sarja', 'Arvind Swamy', 'Ponvannan', 'Lakshmi Manchu', 'Guru Somasundaram', 'Kalairani', 'Vinodhini Vaidyanathan', 'Singampuli']",['Mani Ratnam']
82654,13731,"['Horror', 'Comedy', 'Romance']",/dCPLf4u1VAxPLznkYgOlN4ZQhvQ.jpg,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",/pvVpl38YOBDOANb0pWbXFb8X3iZ.jpg,2013-01-31,97,Warm Bodies,6,https://www.youtube.com/watch?v=x3ErWNBX9Rc,"['Nicholas Hoult', 'Teresa Palmer', 'Lio Tipton', 'John Malkovich', 'Dave Franco', 'Rob Corddry', 'Cory Hardrict', 'Vincent Leclerc', 'Daniel Rindress-Kay', 'Chris Cavener']",['Jonathan Levine']
70074,11776,"['Action', 'Crime', 'Thriller']",/gXpkdI9ZKFVWxbszFZTw61FbREh.jpg,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",/arJfxShfuZPhqfBZZU6DkPZfnjn.jpg,2013-01-31,92,Bullet to the Head,5,https://www.youtube.com/watch?v=kAqs_W7z7nM,"['Sylvester Stallone', 'Sung Kang', 'Sarah Shahi', 'Christian Slater', 'Jon Seda', 'Adewale Akinnuoye-Agbaje', 'Jason Momoa', 'Holt McCallany', 'Brian Van Holt', 'Weronika Rosati']",['Walter Hill']
158426,17066,"['Romance', 'Thriller', 'Action']",/vfDmCZEiQh742KK39o9ouhjsctG.jpg,"Set around a wife and husband on vacation in Morocco with the wife plotting to murder her husband with help from her lover. The plan goes terribly wrong when her lover and husband get into a terrible car accident on a remote desert road. They escape the multi-car pileup at a desert intersection and encounter the group of survivors, including a wanted smuggler, an undercover cop, a kidnapper, a baby and an unconscious Australian. They embark on a journey of deceit and revelation that culminates in a Tangiers souk.",/uI1mZlDzEWm8vLEyB6zV2un0x25.jpg,2013-01-30,101,Collision,5,https://www.youtube.com/watch?v=aQdOUbHTvvA,"['Roschdy Zem', 'Jaimie Alexander', 'Frank Grillo', 'Marie-Josée Croze', 'Moussa Maaskri', 'Charlie Bewley', 'Affif Ben Badra', 'Carlos Leal', 'Gabriella Wright', 'Hamza Kadri']",['David Marconi']
44749,9020,['Thriller'],/8PCq0v5oFeKYscMlFSq9SGuOhpH.jpg,"Ranveer Singh (Saif Ali Khan) travels to exotic locales and confronts the Turkish mafia on a mission to avenge the death of his lover Sonia in this action-packed sequel. In the process of seeking her killers, Ranveer crosses Armaan Mallick (John Abraham) and Aleena (Deepika Padukone) -- two of the most feared figures in the Turkish underworld. Meanwhile, Ranveer's loyal friend RD (Anil Kapoor) and his new partner Cherry (Amisha Patel) offer a helping hand in a world where love is cheap and trust is a luxury most agents can't afford.",/980kT9TVullzQ4GDK8LvO61ZTcr.jpg,2013-01-25,150,Race 2,5,https://www.youtube.com/watch?v=9CwQ9PClSWk,"['Saif Ali Khan', 'John Abraham', 'Deepika Padukone', 'Anil Kapoor', 'Ameesha Patel', 'Bipasha Basu', 'Rajesh Khattar', 'Aditya Pancholi', 'Jacqueline Fernandez', 'Sanjay Gandhi']","['Mastan Alibhai Burmawalla', 'Abbas Alibhai Burmawalla']"
75761,12662,"['Horror', 'Comedy']",/iAmTmSUzpxrxz1KJwhrXsdMFRfi.jpg,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",/1IsviP0Tb05xUAFWz5b7FJ0qIHP.jpg,2013-01-25,99,John Dies at the End,6,https://www.youtube.com/watch?v=_rvkyNABa78,"['Chase Williamson', 'Rob Mayes', 'Doug Jones', 'Paul Giamatti', 'Daniel Roebuck', 'Clancy Brown', 'Glynn Turman', 'Fabianne Therese', 'Jimmy Wong', 'Tai Bennett']",['Don Coscarelli']
120802,15340,"['Comedy', 'Adventure']",/zgCmgrG9lg9ofwAnNHBG3aT9dQU.jpg,"Four friends hit the road to LA to compete in the Cyberbowl Video Game Championship, but will they be able to compete with the worst hangovers of their lives?",/6MpGb2U26E4n9OYYicleucaNHbe.jpg,2013-01-25,103,Noobz,6,https://www.youtube.com/watch?v=TB1zJU08IiA,"['Jason Mewes', 'Moisés Arias', 'Matt Shively', 'Casper Van Dien', 'Lin Shaye', 'Sabrina Carpenter', 'Zelda Williams', 'Jon Gries', 'Mindy Sterling', 'Richard Speight Jr.']",['Blake Freeman']
157919,17060,['Drama'],/An6oBoTRbPNdNDMuxTJ8GMuUujR.jpg,A political strategist juggling three clients questions whether or not to take the high road as the ugly side of his work begins to haunt him.,/tCwYgKwHNkbc3PuaaoOhoS2Uj6F.jpg,2013-01-25,99,Knife Fight,5,https://www.youtube.com/watch?v=8TaEWe9fwfE,"['Rob Lowe', 'Julie Bowen', 'Saffron Burrows', 'Jamie Chung', 'David Harbour', 'Eric McCormack', 'Jennifer Morrison', 'Carrie-Anne Moss', 'Richard Schiff', 'Amanda Crew']",['Bill Guttentag']
122081,15396,"['Drama', 'Crime']",/eINHLmQNce1UoLuKlqKBvJK12Sd.jpg,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",/h3ufD3KszAl19r1gBv5wgvw4xpn.jpg,2013-01-24,94,Spring Breakers,5,https://www.youtube.com/watch?v=-P7DWvLHn8U,"['James Franco', 'Vanessa Hudgens', 'Ashley Benson', 'Selena Gomez', 'Rachel Korine', 'Gucci Mane', 'Heather Morris', 'Ash Lendzion', 'Emma Holzer', 'Lee Irby']",['Harmony Korine']
153738,16964,"['Action', 'Horror']",/wnY3yEC0XWVuh8sT7pEul6kI0q7.jpg,"Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. Victor Frankenstein. The scientists have used the legendary Frankenstein's work to assemble an army of super-soldiers stitched together from the body parts of their fallen comrades -- a desperate Hitler's last ghastly ploy to escape defeat",/tBDuUfnAyN2OTHhyy4xyUrU8C2A.jpg,2013-01-24,84,Frankenstein's Army,6,https://www.youtube.com/watch?v=PMUQ2IMuz8o,"['Karel Roden', 'Joshua Sasse', 'Robert Gwilym', 'Alexander Mercury', 'Luke Newberry', 'Hon Ping Tang', 'Andrei Zayats', 'Mark Stevenson', 'Cristina Catalina', 'Jan de Lukowicz']",['Richard Raaphorst']
119283,15293,"['Action', 'Crime']",/qGtuuNro6M8Q3VFvmGJwFkg9bns.jpg,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",/u1cl4RsdqMjolVVsHwiLRPN1CT2.jpg,2013-01-23,118,Parker,6,https://www.youtube.com/watch?v=2rIlk-Jk3lw,"['Jason Statham', 'Jennifer Lopez', 'Nick Nolte', 'Michael Chiklis', 'Clifton Collins Jr.', 'Sala Baker', 'Carlos Carrasco', 'Wendell Pierce', 'Emma Booth', 'Daniel Bernhardt']",['Taylor Hackford']
158445,17068,"['Drama', 'Comedy', 'Family']",/6MZdEVe0COl9sB1sCIPOOFpngjO.jpg,A story about a mentally ill man wrongfully accused of murder and his relationship with his lovingly adorable 6 year old daughter.,/4Ht6RBo4fUmSo2tWE6umtNll58z.jpg,2013-01-23,127,Miracle in Cell No. 7,8,https://www.youtube.com/watch?v=rAsBlmSIksk,"['Ryu Seung-ryong', 'Park Shin-hye', 'Kal So-won', 'Oh Dal-su', 'Park Won-sang', 'Jeong Man-sik', 'Kim Jung-tae', 'Kim Ki-chun', 'Jung Jin-young', 'Jo Jae-yoon']",['Lee Hwan-kyung']
100544,14663,"['Crime', 'Drama']",/6MOp4IXlaW67C8GNTZsTGXxmBkK.jpg,"When a cop's crooked past comes back to get him, can he do the right thing, or will he succumb to the threats of his dangerous connections?",/uUnJ0OjaFNMTj6nSwGu4N9et4qC.jpg,2013-01-22,98,Officer Down,5,https://www.youtube.com/watch?v=hvvusI6Sh64,"['Stephen Dorff', 'AnnaLynne McCord', 'David Boreanaz', 'Stephen Lang', 'Dominic Purcell', 'Walton Goggins', 'James Woods', 'Elisabeth Röhm', 'Bree Michael Warner', 'Tommy Flanagan']",['Brian A. Miller']
