id,genres,backdrop_path,overview,poster_path,release_date,runtime,title,vote_average,youtube_link,actors,director
10003,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",/3cdfnihGSrMiQWzmVPaEs3p2Mp1.jpg,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",/k43wPAVeepqzGwP52dKcknQjquj.jpg,1997-04-03,116,The Saint,6,https://www.youtube.com/watch?v=F4JOxijD1ts,"['Val Kilmer', 'Elisabeth Shue', 'Rade Šerbedžija', 'Henry Goodman', 'Alun Armstrong', 'Michael Byrne', 'Irina Apeksimova', 'Lev Prygunov', 'Charlotte Cornwell', 'Emily Mortimer']",['Phillip Noyce']
10004,"['Drama', 'Fantasy', 'Horror', 'Thriller', 'Mystery']",/vXtSgdZjWV3HPacdAVaUMzOzFsK.jpg,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives.",/bjELwweoUlLSk9DtOS3MXBJVLTX.jpg,2006-05-23,131,Desperation,5,https://www.youtube.com/watch?v=Jw6AUTT8sL8,"['Steven Weber', 'Tom Skerritt', 'Charles Durning', 'Annabeth Gish', 'Matt Frewer', 'Henry Thomas', 'Sammi Hanratty', 'Shane Haboucha', 'Kelly Overton', 'Ron Perlman']",['Mick Garris']
10005,"['Action', 'Adventure', 'Thriller']",/eKRKdTPXzgUlDNhWF00bCz9wGM1.jpg,"Navy SEALS, headed by Lt. Bobby James, are dispatched to North Korea on a covert mission, all in an effort to take out a missile site...",/7sbLeFbRxSNXHc1ZO4zxFy3sIgc.jpg,2006-10-17,96,Behind Enemy Lines II: Axis of Evil,4,https://www.youtube.com/watch?v=Hq8DGAgwFJI,"['Matt Bushell', 'Denis Arndt', 'Ben Cross', 'Keith David', 'Bruce McGill', 'Nicholas Gonzalez', 'Peter Coyote', 'April Grace', 'Glenn Morshower', 'Shane Edelman']",['James Dodson']
10007,"['Horror', 'Thriller']",/e7H4yEE0YJdyQx41nQdvl5U8Evl.jpg,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain -- a group that includes the cop who put a bullet in Goodnight's head four years ago -- band together to survive against the brutal killer.",/kAmRKToJVhfF6ObKnZ0hOYxL40L.jpg,2006-05-19,84,See No Evil,5,https://www.youtube.com/watch?v=ey5LtoCV-80,"['Glenn Jacobs', 'Christina Vidal', 'Luke Pegler', 'Craig Horner', 'Rachael Taylor', 'Jason Chong', 'Michael J. Pagan', 'Samantha Noble', 'Steven Vidler', 'Penny McNamee']",['Gregory Dark']
10008,"['Horror', 'Thriller']",/wTcPEs307cPVYQ6lPXSjQEG416R.jpg,Based on the true events of the only case in US History where a spirit caused the death of a man.,/wNgeLlsG8dxwIo4wCeilhNXhi5I.jpg,2005-05-05,83,An American Haunting,5,https://www.youtube.com/watch?v=8Mr1wMiihKI,"['Donald Sutherland', 'Sissy Spacek', ""James D'Arcy"", 'Gaye Brown', 'Matthew Marsh', 'Vernon Dobtcheff', 'Thom Fell', 'Shauna Shim', 'Zoe Thorne', 'Sam Alexander']",['Courtney Solomon']
10009,"['Adventure', 'Animation', 'Family']",/nMKfeFtE9bML6yjdcymrt5vtaNz.jpg,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",/9VvLgj28J5m04y5gO0mt5np4yF8.jpg,2003-10-23,85,Brother Bear,7,https://www.youtube.com/watch?v=mbSzbfN9QQA,"['Joaquin Phoenix', 'Jeremy Suarez', 'Jason Raize', 'Rick Moranis', 'Dave Thomas', 'D. B. Sweeney', 'Joan Copeland', 'Michael Clarke Duncan', 'Harold Gould', 'Paul Christie']","['Aaron Blaise', 'Robert Walker']"
10010,"['Adventure', 'Animation', 'Family']",/hbu8yddsZ9jfbGUDbBq3JnoDhEC.jpg,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",/yaA8q2zHHUgFWdJNxXyAdU71SzM.jpg,2006-08-17,73,Brother Bear 2,6,https://www.youtube.com/watch?v=BHCLOiotTA8,"['Patrick Dempsey', 'Mandy Moore', 'Jeremy Suarez', 'Rick Moranis', 'Dave Thomas', 'Andrea Martin', ""Catherine O'Hara"", 'Wanda Sykes', 'Wendie Malick', 'Kathy Najimy']",['Ben Gluck']
10011,"['Horror', 'Thriller']",/2C8rRez1AjfXBGvjbv8EWf7TBlq.jpg,"A man, crippled in an accident, returns to the woods after rehabilitation, certain that he'll not see Bigfoot again.",/hVz9kkRU0RmkjHrb1JQBLlQCncS.jpg,2006-04-10,94,Abominable,5,https://www.youtube.com/watch?v=cX9141gbEl8,"['Matt McCoy', 'Haley Joel', 'Karin Anna Cheung', 'Jeffrey Combs', 'Natalie Compagno', 'Lance Henriksen', 'Paul Gleason', 'Rex Linn', 'Ashley Hartman', 'James Morrison']",['Ryan Schifrin']
10012,"['Horror', 'Comedy']",/kif8aF9qNN88Z0ehuP14YM789nH.jpg,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.",/em45jL4CfTMyj5V83kj7rhdorJu.jpg,2005-02-25,97,Cursed,5,https://www.youtube.com/watch?v=VeEkAdt1GCs,"['Christina Ricci', 'Jesse Eisenberg', 'Milo Ventimiglia', 'Judy Greer', 'Portia de Rossi', 'Joshua Jackson', 'Mýa', 'Shannon Elizabeth', 'Kristina Anapau', 'Daniel Edward Mora']",['Wes Craven']
10016,"['Action', 'Horror', 'Science Fiction']",/anSbunnEMI0TSmizqUSRACoe18l.jpg,Melanie Ballard is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend dangerous criminal James Williams. Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,/i2zztssCIbahGES1fdfWFmDXian.jpg,2001-08-24,98,Ghosts of Mars,5,https://www.youtube.com/watch?v=XbmFwk8n0f0,"['Natasha Henstridge', 'Ice Cube', 'Jason Statham', 'Clea DuVall', 'Pam Grier', 'Joanna Cassidy', 'Richard Cetrone', 'Rosemary Forsyth', 'Lobo Sebastian', 'Rodney A. Grant']",['John Carpenter']
10020,"['Romance', 'Family', 'Animation', 'Fantasy']",/vesn8QrywfUiyslbxvRsqVoshSe.jpg,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg,1991-10-22,84,Beauty and the Beast,7,https://www.youtube.com/watch?v=6vfCFxwa2kE,"[""Paige O'Hara"", 'Robby Benson', 'Richard White', 'Jerry Orbach', 'David Ogden Stiers', 'Angela Lansbury', 'Rex Everhart', 'Jesse Corti', 'Bradley Pierce', 'Hal Smith']","['Gary Trousdale', 'Kirk Wise']"
10022,"['Comedy', 'Family']",/2OQkSOyC5HuCNpq0XO5EEPEdazX.jpg,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,/brkyQKNcaVNWGsCBCW5bKy9zVeW.jpg,2005-03-04,95,The Pacifier,6,https://www.youtube.com/watch?v=pknw1wh-2-U,"['Vin Diesel', 'Lauren Graham', 'Faith Ford', 'Brittany Snow', 'Max Thieriot', 'Chris Potter', 'Carol Kane', 'Brad Garrett', 'Morgan York', 'Tate Donovan']",['Adam Shankman']
10024,['Drama'],/zqiCXZeXkwStiJFUu8foE0VtwWi.jpg,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,2009-06-26,109,My Sister's Keeper,7,https://www.youtube.com/watch?v=KGEDVTiI6E4,"['Cameron Diaz', 'Abigail Breslin', 'Sofia Vassilieva', 'Alec Baldwin', 'Jason Patric', 'Joan Cusack', 'Emily Deschanel', 'Heather Wahlquist', 'Evan Ellingson', 'Frank Cassavetes']",['Nick Cassavetes']
10025,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",/c7RJTYNUnTHZciXkkcnK5gSMo0y.jpg,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",/wWpqG3zrrPZhvNLflYJdbW1NgY3.jpg,2006-02-28,103,Just My Luck,6,https://www.youtube.com/watch?v=rkJInkePtOY,"['Lindsay Lohan', 'Chris Pine', 'Samaire Armstrong', 'Bree Turner', 'Faizon Love', 'Missi Pyle', 'Makenzie Vega Norfolk', 'Carlos Ponce', 'Danny Jones', 'Tom Fletcher']",['Donald Petrie']
10026,"['Action', 'Comedy', 'Crime', 'Thriller']",,"A road trip to Los Angeles inadvertently leads a young man from Wyoming into a wild maze of psychotic hit-men, racy women, jewel thieves and a salsa band.",/waEUrsiaRf6RCbDqHJVMRZaAKe0.jpg,2006-04-23,102,Hot Tamale,6,https://www.youtube.com/watch?v=ghbAOpbOw8A,"['Diora Baird', 'Carmen Electra', 'Jason Priestley', 'Mike Starr', 'Randy Spelling', 'James Best', 'Beth Grant', 'Richard Riehle', 'Matt Cedeño', 'Harland Williams']",['Michael Damian']
10027,"['Action', 'Crime']",/z8ejhyO0hVXk4KVo1bi4HMFP3FS.jpg,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",/eOmXfQgDLUndae2xnwJfV0JZ2JN.jpg,2005-02-02,103,Unleashed,6,https://www.youtube.com/watch?v=AoBkHA7-I84,"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Vincent Regan', 'Dylan Brown', 'Tamer Hassan', 'Phyllida Law', 'Michael Jenn', 'Carole Ann Wilson', 'Kerry Condon']",['Louis Leterrier']
10028,"['Music', 'Drama', 'Romance', 'Family']",/138wnvUmVOFDArcOgJTw9wpjYmQ.jpg,"Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.",/xyqsfWcjC9TQZjGn2NLspL5YoJ4.jpg,2003-11-24,94,Honey,6,https://www.youtube.com/watch?v=9gPkNpqP-2k,"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant', 'Romeo Miller', 'David Moscow', 'Zachary Isaiah Williams', 'Missy Elliott', 'Anthony Sherwood', 'Lonette McKee', 'Maestro']",['Bille Woodruff']
10029,"['Comedy', 'Crime', 'Thriller']",/2hrgzOj35M3Fa3YFWiaAD2Ty6Hu.jpg,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg,1998-09-11,100,Very Bad Things,6,https://www.youtube.com/watch?v=WUIO3LKZcdI,"['Christian Slater', 'Cameron Diaz', 'Jon Favreau', 'Leland Orser', 'Jeremy Piven', 'Daniel Stern', 'Jeanne Tripplehorn', 'Rob Brownstein', 'Blake Gibbons', 'Tyler Cole Malinger']",['Peter Berg']
10030,['Comedy'],/oDdKcMaiv91G8kGJGBO1AsqS9Cb.jpg,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",/bs6ly6yPXnG7kJKiiXicRk2fzvg.jpg,2007-09-21,101,Good Luck Chuck,5,https://www.youtube.com/watch?v=8VoPV8_s9Ec,"['Dane Cook', 'Jessica Alba', 'Dan Fogler', 'Ellia English', 'Lonny Ross', 'Troy Gentile', 'Chelan Simmons', 'Mackenzie Mowat', 'Sasha Pieterse', 'Caroline Ford']",['Mark Helfrich']
10031,"['Drama', 'Horror', 'Thriller']",,It seems innocent enough. Struggling young artist Daniel King is invited by his childhood friend Natasha...,,2003-01-01,92,Devil's Harvest,1,https://www.youtube.com/watch?v=ovVx7yEcpRc,"['Brian Blessed', 'Julie T. Wallace', 'Lara Clancy', 'Ralph Collis', 'Chris John', 'Irina Dikareva', 'Daniel Johnson', 'David Snow', 'Brian Smith', 'Liam Montague']",['James Shanks']
10032,['Comedy'],/2rEGtAJuwtZmX1isIwvUzUURnWA.jpg,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",/irk5J6IPY4YV4WKrzhwNap8WESn.jpg,2006-12-01,97,Van Wilder 2: The Rise of Taj,5,https://www.youtube.com/watch?v=oBuzbh4Pf4Q,"['Kal Penn', 'Daniel Percival', 'Lauren Cohan', 'Glen Barry', 'Anthony Cozens', 'Steven Rathman', 'Jonathan Cecil', 'Holly Davidson', 'Roger Hammond', 'Kulvinder Ghir']",['Mort Nathan']
10033,"['Comedy', 'Romance']",/oAfxQnTlfTKmr61RjE3NM2DlzUN.jpg,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with – a woman whose rejection of him turned him into a ferocious womanizer.",/jgs2mdFlx8NJzbxXTHeQxvQbN6n.jpg,2005-11-23,96,Just Friends,6,https://www.youtube.com/watch?v=vIBBVzy5UoQ,"['Ryan Reynolds', 'Amy Smart', 'Anna Faris', 'Chris Klein', 'Chris Marquette', 'Julie Hagerty', 'Amy Matysio', 'Giacomo Beltrami', 'Fred Ewanuick', 'Wendy Anderson']",['Roger Kumble']
10034,"['Action', 'Crime', 'Comedy']",/oSBymzuVPj9ghmKB8Td3RX2Bakp.jpg,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,/jyC13aGpVP4ogf8jSVfWLdk02h1.jpg,2001-07-16,86,High Heels and Low Lifes,6,https://www.youtube.com/watch?v=-xQSEm5KUIk,"['Minnie Driver', 'Mary McCormack', 'Kevin McNally', 'Danny Dyer', 'Michael Gambon', 'Darren Boyd', 'Mark Williams', 'Simon Scardifield', 'Len Collin', 'Jane Partridge']",['Mel Smith']
10035,"['Comedy', 'Drama', 'Romance']",/up2xazOzvD99ZdXpSvwcPEt5nQe.jpg,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",/xOR20bEMA1BCc9Sg2NgKcSrO1wo.jpg,2000-09-01,94,100 Girls,5,https://www.youtube.com/watch?v=ihI3Y21aqOk,"['Jonathan Tucker', 'Emmanuelle Chriqui', 'James DeBello', 'Katherine Heigl', 'Larisa Oleynik', 'Jaime Pressly', 'Marissa Ribisi', 'Johnny Green', 'Aimee Graham', 'Kristina Anapau']",['Michael Davis']
10036,['Comedy'],/cHCylUlsksvUwmsCIoxzlFo7RBp.jpg,,/x9fLyw1ihuyLodGnHvfFoKWq2su.jpg,2006-10-25,95,7 Dwarves: The Forest Is Not Enough,5,https://www.youtube.com/watch?v=JNQKBXaHbA0,"['Mirco Nontschew', 'Boris Aljinovic', 'Gustav-Peter Wöhler', 'Ralf Schmitz', 'Martin Schneider', 'Otto Waalkes', 'Nina Hagen', 'Norbert Heisterkamp', 'Cosma Shiva Hagen', 'Rüdiger Hoffmann']",['Sven Unterwaldt Jr.']
10037,"['Action', 'Adventure', 'Thriller']",/vmM3i7G3Oxn4dVA5Hz62frkJLZX.jpg,"The Strike Force team is back in this action-packed sequel to ""The Hunt For Eagle One""! Terrorists have stolen a Ground Control Encoder...",/ltOL7KkaecCYp8mDHaQqscqRN2h.jpg,2006-06-27,86,The Hunt for Eagle One: Crash Point,5,https://www.youtube.com/watch?v=iTwq4TjRnB0,"['Theresa Randle', 'Mark Dacascos', 'Jeff Fahey', 'Joe Suba', 'Rutger Hauer', 'Dick Israel', 'Zach McGowan', 'Joe Mari Avellana', 'Steve Cryin', 'Jerry Corpuz']",['Henry Crum']
10040,"['Action', 'Comedy']",/2UYxVugjbaPHH5f3cEQveufe75Y.jpg,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",/gcYoIHND3ugn2VH1cNHHNQasEyI.jpg,2005-03-11,115,Miss Congeniality 2: Armed and Fabulous,5,https://www.youtube.com/watch?v=iv4SzMPlwp4,"['Sandra Bullock', 'Regina King', 'Enrique Murciano', 'William Shatner', 'Eileen Brennan', 'Ernie Hudson', 'Elisabeth Röhm', 'Nick Offerman', 'Abraham Benrubi', 'Treat Williams']",['John Pasquin']
10041,"['Horror', 'Thriller']",/9nMVsp3mvZHvmbZQk0qdE9dpclN.jpg,"After dating a wonderful man, Hope comes back home, sees her daughter Jennifer and goes to sleep. She wakes-up in the woods with a psychopath...",/dK4B4WSi0fjOg2wIvq3G53OPyBi.jpg,2006-01-01,110,Broken,4,https://www.youtube.com/watch?v=SZMtWlOD40U,"['Nadja Brand', 'Abbey Stirling', 'Rachel Townend', 'Megan Van Kerro', 'Olivia Hill', 'Atesh Salih', 'Chesse Daves', 'Tom Wade']","['Adam Mason', 'Simon Boyes']"
10042,"['Drama', 'Horror', 'Thriller']",/rTw3d5KtO7TCaGOQOeSnv7uujmR.jpg,8 explorers trapped in a Russian cave system are hunted by an unknown presence.,/dhUhPuzp9LXiuTswcofRegtv8Bk.jpg,2005-01-01,95,Within,3,https://www.youtube.com/watch?v=yletMw5FdPU,"['Sybil Temchen', 'Ogy Durham', 'Mustafa Shakir', 'Andres Hudson', 'Danny Jacobs', 'Andrew Caple-Shaw', 'Cassandra Duarden', 'Neno Pervan', 'Johnnie Colter', 'Kamen Gabriel']",['Olatunde Osunsanmi']
10045,"['Action', 'Thriller', 'Science Fiction']",/c0XgpQURus7xprAhAwtkkyf3iwd.jpg,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",/u9gOfYelDwmvAmXWC1jgCFIY8RB.jpg,2004-11-09,84,District B13,6,https://www.youtube.com/watch?v=Mcmkx1klOpE,"['David Belle', 'Cyril Raffaelli', ""Tony D'Amario"", 'Dany Verissimo-Petit', 'Bibi Naceri', 'Nicolas Woirion', 'François Chattot', 'Patrick Olivier', 'Samir Guesmi', 'Azad']",['Pierre Morel']
10046,['Western'],/tGYwQCwqmfDbkLUq18RAxE0VE9q.jpg,"U.S Marshal Mike Donovan has dark memories of the death of his first love. He keeps peace between the Americans and the natives who had temporarily adopted and taken care of him. The evil actions of a white sorcerer lead him to confront the villain in the Sacred Mountains, and, through shamanic rituals conquer his fears and uncover a suppressed memory he would much rather deny.",/bnYXbU6RJnsyJZx84KNsZjrSZQK.jpg,2004-02-09,124,Blueberry,4,https://www.youtube.com/watch?v=rZWkejObSj0,"['Vincent Cassel', 'Juliette Lewis', 'Temuera Morrison', 'Ernest Borgnine', 'Djimon Hounsou', ""Hugh O'Conor"", 'Michael Madsen', 'Geoffrey Lewis', 'Nichole Hiltz', 'Vahina Giocante']",['Jan Kounen']
10047,"['Adventure', 'Drama', 'Action', 'History', 'War']",/iW2ZLRkKJvFuI6ZkSchk5f8kCPc.jpg,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's diminished kingdom - through her amazing victories until her violent and untimely death.,/bR16gmwgnCD5e5UWPZHc1BsOsV0.jpg,1999-10-27,158,The Messenger: The Story of Joan of Arc,6,https://www.youtube.com/watch?v=aCbMOQIs45s,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway', 'John Malkovich', 'Vincent Cassel', 'Tchéky Karyo', 'Rab Affleck', 'Stéphane Algoud', 'Edwin Apps', 'David Bailie']",['Luc Besson']
10048,"['Science Fiction', 'Action', 'War']",/60sYICEqfCJBddU1JLjHPNrKzjC.jpg,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",/eVmOkUrEIRm6DKusKbI1gVS8paQ.jpg,2005-07-27,121,Stealth,5,https://www.youtube.com/watch?v=a2PW7a9ViDc,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx', 'Sam Shepard', 'Joe Morton', 'Ebon Moss-Bachrach', 'Richard Roxburgh', 'David Andrews', 'Wentworth Miller', 'Ian Bliss']",['Rob Cohen']
10049,['Action'],/lRyDRKmvenSuej4DbPCM74wrpo5.jpg,"Marshall Lawson is the commander of an elite military unit. Marshall Lawson loses his strike-team in a cold-blooded and seemingly random attack, and he takes it upon himself to investigate the attack, with the help of his girlfriend Tia and his friend Dwayne.",/4uYICyRr94S005YHxDA61WI6P9J.jpg,2006-12-05,94,Attack Force,4,https://www.youtube.com/watch?v=mQw3gafUfks,"['Steven Seagal', 'Danny Webb', 'Andrew Bicknell', 'Mark Dymond', 'David Kennedy', 'Matthew Chambers', 'Cheryl Ko', 'Lisa Lovbrand', 'Del Synnott', 'Adam Croasdell']",['Michael Keusch']
10050,"['Comedy', 'Romance']",/saQxwnIr4ftRmFpJeV9DQI1lsWd.jpg,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",/saVWvLE0haJTrH1c1YS68VTDKyC.jpg,2001-03-08,86,Get Over It,5,https://www.youtube.com/watch?v=bhbGq3fxm4s,"['Kirsten Dunst', 'Ben Foster', 'Melissa Sagemiller', 'Colin Hanks', 'Zoe Saldana', 'Swoosie Kurtz', 'Mila Kunis', 'Ed Begley Jr.', 'Shane West', 'Sisqó']","[""Tommy O'Haver""]"
10051,"['Comedy', 'Drama', 'Romance']",/5Je1MgEXyo3Yg8brZPcrmp55cxq.jpg,"A young woman arrives in Paris where she finds a job as a waitress in bar next on Avenue Montaigne that caters to the surrounding theaters and the wealthy inhabitants of the area. She will meet a pianist, a famous actress and a great art collector, and become acquainted with the ""luxurious"" world her grandmother has told her about since her childhood.",/nOmm6nNbAPy01F2DjJfdEA5ISnU.jpg,2006-02-15,106,Avenue Montaigne,6,https://www.youtube.com/watch?v=7OP-Q8uZsTc,"['Cécile de France', 'Albert Dupontel', 'Laura Morante', 'Christopher Thompson', 'Claude Brasseur', 'Annelise Hesme', 'François Rollin', 'Valérie Lemercier', 'Guillaume Gallienne', 'Daniel Benoin']",['Danièle Thompson']
10052,"['Drama', 'Thriller', 'Horror']",/uVT6sMjUYZpU5CL4RPXH85qoV8q.jpg,A grieving doctor is being contacted by his late wife through his patient's near death experiences.,/oMRyQniB5ESA4DoyJVLVJifSExB.jpg,2002-02-22,104,Dragonfly,6,https://www.youtube.com/watch?v=_fglzCnPlec,"['Kevin Costner', 'Joe Morton', 'Ron Rifkin', 'Susanna Thompson', 'Kathy Bates', 'Jacob Smith', 'Robert Bailey Jr.', 'Jay Thomas', 'Lisa Banes', 'Matt Craven']",['Tom Shadyac']
10053,['Horror'],/lF3ojoSmCZgrh9nyy2lOxoWL7KD.jpg,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",/h0ZmU7BZDWBucq1FvblfeAWUkad.jpg,2006-02-03,87,When a Stranger Calls,5,https://www.youtube.com/watch?v=xFxmelljiyg,"['Camilla Belle', 'Katie Cassidy', 'Tommy Flanagan', 'Brian Geraghty', 'Clark Gregg', 'Derek de Lint', 'Kate Jennings Grant', 'Steve Eastin', 'Tessa Thompson', 'David Denman']",['Simon West']
10054,"['Action', 'Comedy', 'Family', 'Adventure']",/wfStsmeSW7MtvYhD9Ac6ETXdbmx.jpg,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",/urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg,2001-03-18,88,Spy Kids,5,https://www.youtube.com/watch?v=GE5aHKJp6HI,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming', 'Tony Shalhoub', 'Teri Hatcher', 'Robert Patrick', 'Dick Clark', 'George Clooney']",['Robert Rodriguez']
10055,"['Horror', 'Thriller']",,A schoolteacher with a phobia of hospitals finds herself searching for her boyfriend inside one while teaming up with a man suffering the same ordeal that she's in.,/wkDi6nAQzSy5lex7kBaPPTlWx34.jpg,2006-06-13,94,Room 6,4,https://www.youtube.com/watch?v=NI11NQChCaw,"['Christine Taylor', 'Shane Brolly', 'Chloë Grace Moretz', ""Jerry O'Connell"", 'Jimmy Shubert', 'Lisa Ann Walter', 'Marshall Bell', 'Ellie Cornell', 'Andy Davoli', 'John Billingsley']",['Michael Hurst']
10057,"['Action', 'Adventure', 'Comedy']",/7Ug3qr6Y0lWc3y35W0bgu0KgdFb.jpg,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",/mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg,1993-11-11,105,The Three Musketeers,6,https://www.youtube.com/watch?v=FMy1TFRF8Lk,"['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell"", 'Oliver Platt', 'Tim Curry', 'Rebecca De Mornay', 'Gabrielle Anwar', 'Michael Wincott', 'Paul McGann', 'Julie Delpy']",['Stephen Herek']
